w_idx,cbow_cos_ref,cbow_cos_syn1,cbow_cos_syn0,cbow_dist_syn0,sk_no,sk_word,sk_cos_ref,sk_cos_syn1,sk_cos_syn0,sk_dist_syn0,target
34614,5.222925186157227,-0.6199840239956071,-1.5073027426215349,1.4560536161930306,3,工作者,2.797091484069824,-1.0099383832281934,0.7898064594517775,0.27436677496779055,0
11443,3.3598570823669434,-0.6530758552127102,-0.13539453495476853,-0.22094232982148065,3,代理,3.511878490447998,-0.6376320488472653,0.15242596604231262,0.6980438036892069,0
6440,3.9058725833892822,1.7523048936361099,1.1771927017522261,-1.1113466431808567,3,苏澳,6.065093994140625,1.3883166802079572,0.13706593672212888,-1.5159145257848394,1
17247,4.665687561035156,-0.28264229998650386,0.5610637634004069,-0.6042577215273739,3,炒年糕,3.71648907661438,-0.42373574201804354,0.6333262093271506,-0.43243642493734197,0
33950,5.677783012390137,-0.19660271444128669,-0.09555918757633053,0.4804930783366635,3,冰柱,11.86365795135498,0.6829894938855476,-1.7126245715433672,0.9759403720652271,0
15204,4.709707260131836,-0.6025425377563469,0.22828480065633933,-0.22980793611600686,4,小家庭,4.192594528198242,-0.5518527896833518,-0.5280278281161039,0.4820637248786134,0
24057,4.032850742340088,-0.3832816769228198,-0.5799416650927415,0.6173733895869242,4,绘图,3.054884433746338,-0.7351098932339188,-0.5803543800807744,0.6233475634523961,0
18935,5.358333587646484,-0.47632349093812887,-0.08197576342254881,0.1152731231528757,4,薄纱,5.656284332275391,-0.2787866874020862,-0.47427528040811834,0.3368034531804725,0
9511,3.144442558288574,1.7785029964238437,1.5417342474480222,-1.5602980451752135,4,恒春,3.7561464309692383,1.745050443789036,1.7678112074146408,-1.776006449792054,1
6996,3.2599148750305176,-0.3163552908065484,-1.1081016195890718,1.0574594685514156,4,限定版,3.608363151550293,-0.17930107346967894,-0.18515371880964568,0.3337917082805541,0
10373,4.110654830932617,0.08277379317252061,0.1328540787281615,-0.34124606339189434,5,大坑,5.642326354980469,-0.28487051091405735,-0.4729166011493704,0.35001143354107,0
73427,6.133396148681641,1.6750300791558501,1.6813159377651576,-1.4904484410740622,5,derma,6.781920433044434,1.7650345724087986,1.7070414004742847,-1.7809257877334403,1
3075,2.5581817626953125,-0.6619842868669082,-0.4645953181005196,0.08395494471513455,5,纪念品,1.8746964931488037,-0.2989206802848226,0.04716190571839882,0.3652775189931732,0
56481,5.44508695602417,-0.8206635783028339,-0.554367732210154,0.6211155992786199,5,特技表演,4.442295074462891,-0.49984665470523126,-0.7807994972545121,0.4849815237411109,0
20384,3.2128734588623047,-0.2751560071586287,-0.7952069661826456,1.1266239604722035,5,素质,2.27689790725708,-0.6813967265046859,-0.5004872077888004,0.5806553114580913,0
1496,-3.201138496398926,0.5634133939157844,-0.9760841780445788,1.2856127020563408,6,篇文章,4.582075595855713,0.795127484431658,-0.42896274020577513,-0.023675447680925776,0
3016,3.3589701652526855,1.0833475172988543,1.3131466095944941,-1.2198622023490575,6,chanel,4.023006439208984,1.0803810571647647,1.6685555235967333,-1.6075277269463644,1
67485,3.864534854888916,0.2729970462254823,0.5870494062298774,-0.5841927554595725,6,示人,6.016465663909912,0.07522552589674965,-0.3707335728063883,-0.0337655176745285,0
11451,5.174559593200684,-0.41597604183998943,0.06296184717345328,-0.17865090010993298,6,声响,4.719273567199707,-0.593131194221267,-0.9428644026239453,0.9510035364099348,0
28185,3.4385838508605957,-1.5037819156001322,-0.9870736849532458,0.6970931558622311,6,历程,2.084212303161621,-1.3576028732719079,0.0740051920393736,0.7139651558918905,0
12197,4.116266250610352,1.4365569786609416,1.2498138045524387,-1.292444110703601,7,肌肤之钥,4.207900524139404,1.7202912198479678,1.6478054040661234,-1.69311750464776,1
25902,5.137601852416992,0.1036063812800255,0.3923791178018906,-0.38147670915469806,7,诗人,5.0822858810424805,-0.5875388333997982,-0.5151272308851498,0.4920547334616934,0
63191,4.4370880126953125,0.3498986910590177,0.05913989700348988,-0.032898818264687754,7,很扁,3.133258581161499,-0.08123423876884121,0.2453921508934703,-0.08965614012846045,0
33776,5.189020156860352,-0.8529077588985032,-0.2052053832282145,0.25076366654091925,7,所长,8.439691543579102,-0.2650369716279757,-0.6196627267201862,0.4868990863877989,0
19777,3.0948896408081055,-1.0371542921014811,-1.4961274361296055,1.4560559715820751,7,老少咸宜,1.9477639198303223,-0.7864811760513494,-0.7584075973542573,0.8038198249267534,0
99611,6.135106086730957,-0.5541822619947708,0.5204584000878755,0.1736157694308219,8,市占率,9.828495979309082,-0.6853221877307728,-0.6265293624304863,0.6848530870173773,0
80067,5.10395622253418,-0.4476049619336023,-1.6088350731926613,1.5086258459383144,8,薄荷精,5.685275077819824,-1.2370522900434342,-0.5870988307491743,0.6821532676188672,0
506,2.1305322647094727,1.7556181067715146,0.13243811534046135,-1.176021142023135,8,高雄,2.527562141418457,1.1599438966157494,1.7616580845786949,-1.7107247713625653,1
15308,4.233288288116455,-0.6281189264240142,-0.09923243782436751,0.04917300076262784,8,储值,5.598527431488037,-0.04534952973725857,-0.3417214189886557,0.3718501460675281,0
80011,5.6959333419799805,-0.1257119564191265,1.0551709955886925,-0.5553934741086258,8,嘉模,8.109651565551758,0.8077801108957098,-0.20630847241037842,-0.028131729341217514,0
99611,6.135106086730957,-0.20113224086045994,-0.2698278579601941,0.4854722529542635,8,市占率,9.828495979309082,-0.4146492893424927,-0.6492025804690139,0.6743015229030623,0
80067,5.10395622253418,-0.7688185192555426,-1.2314781417719345,1.1841440420170277,8,薄荷精,5.685275077819824,-1.3678922554355475,-0.7949921294940678,1.0157791636635995,0
506,2.1305322647094727,1.750354429606632,1.318633155804328,-1.4020188878754305,8,高雄,2.527562141418457,1.2513202556679988,1.6976438535135763,-1.4766703310677491,1
15308,4.233288288116455,-0.3799956303727937,-0.48101680370436617,0.2908531722665005,8,储值,5.598527431488037,-0.08796843650063424,-0.25402468175005566,0.2871113342867112,0
80011,5.6959333419799805,-0.4004080391178359,0.6636896476321665,-0.558450579362348,8,嘉模,8.109651565551758,0.6191897256106772,0.000575538199561721,-0.500521689785624,0
6818,3.2759878635406494,1.0922104152220233,0.9102054700826673,-0.8526143703997379,9,高达,3.2136244773864746,0.6855226489279148,1.480366972286346,-0.9138860346063152,0
18058,-0.6086833477020264,-0.9615375053033155,-1.3551155897155296,1.465658257941509,9,总能,0.7417604923248291,-1.0921396951589588,0.19740867956846042,0.7037809537529701,0
18320,3.4392282962799072,0.9387661647311917,0.6091286139346638,-0.616057026012077,9,金城,6.012167930603027,0.5121920967944789,-0.35112445294720473,-0.33834254411028986,1
12808,4.1294708251953125,-0.07136753531271885,0.6073348098588693,-0.6089702147276584,9,红肿,3.362133026123047,0.9644085704627261,-0.04435332327504153,-0.8222778083713137,0
9157,3.5143845081329346,-0.9980715393371808,-0.7715533041606717,0.6119833531979645,9,正品,2.727227210998535,-1.0699836210261666,-1.2822978756325614,1.3707254333349004,0
74713,3.3577568531036377,-0.24184658580879037,0.35232917239125733,-0.4431307454508297,10,纪念堂,5.6323957443237305,-0.26460662046132793,-0.4096254682879047,0.296569320036298,0
20335,1.9922806024551392,-0.5632469394234593,-0.059380455146355184,0.10909211118475688,10,脾气,1.833789348602295,-0.5867893182716372,-0.14661577129068892,0.23152889685438444,0
21184,5.914913177490234,-0.6698746382280794,-1.3358919977133181,1.3366224868282681,10,茶道,6.551841735839844,-0.6286321758263897,-0.8742700763365412,0.9019262654354766,0
3398,3.5833663940429688,1.4749681634603293,1.0429432804684169,-1.0025838525621988,10,line,4.227399826049805,1.4800281145593557,1.4305113159151344,-1.4300244823261643,1
37265,5.825679302215576,0.138703950281568,0.0194938956346683,0.2032753561910208,11,奶嘴,3.8992981910705566,-0.2627243238616701,-0.39493279652456253,0.3056792560771434,0
136496,6.1165924072265625,-0.7475606696279049,-0.5873750818347343,1.056002875693478,11,拱圈,6.719996452331543,-0.4050078448256164,-1.2895249898296959,0.8619953137048771,0
1262,2.461198329925537,1.5013532684843605,1.668598888455369,-1.593936728578233,11,眼线,2.738363027572632,1.7756667882687807,0.8242935156196625,-1.667745360077373,1
15662,1.3144004344940186,0.1740651855063977,-0.18662919830220848,-0.1840285512514827,11,变态,-0.3716389536857605,-0.5637772967116151,1.1823295350361838,-0.10851326810602915,0
4929,3.5667362213134766,-1.0665617346444218,-0.9140885039530944,0.5186870479452114,11,媒体,2.595029830932617,-0.5441573228698784,-0.3221652643015851,0.6085840584013816,0
1999,2.5428898334503174,1.5631051648871008,1.7493921111931432,-1.7517340042954677,12,遮瑕,2.765000820159912,1.753028418959305,1.5718782932550062,-1.7600851006910507,1
32683,2.1088969707489014,0.3919961308500125,-0.12381370341196903,0.4225946481817194,12,立志,2.936450481414795,-0.33145839879674216,-0.5827724033849757,0.35140308536462195,0
15162,1.330005168914795,-0.4977519252449442,-0.6911236893659252,0.7484876933975397,12,来点,-0.437103271484375,-0.5981558155169077,0.2695576789982234,0.3621908395185995,0
2862,2.6604321002960205,-0.5126298936172647,-0.3963660730367528,0.1807134742809435,12,内用,1.8196442127227783,-0.16652264487770194,-0.22634504461404922,0.2997928913789253,0
15763,1.895075798034668,-0.9447194768749042,-0.5380886453784967,0.39993818843525786,12,老王,2.7914202213287354,-0.656891559767956,-1.032318524254207,0.7466982844289081,0
1999,2.5428898334503174,1.5674114145655607,1.5664800050607937,-1.5523042970220788,12,遮瑕,2.765000820159912,1.731591193492653,1.3575753529236003,-1.6925359392712707,1
32683,2.1088969707489014,-0.46173608176838954,0.1380135927596318,0.25672916420043124,12,立志,2.936450481414795,-0.5288430286641116,-0.9488182802458294,0.6371683053828938,0
15162,1.330005168914795,-0.1783177344868906,-0.9578716083535525,1.0653808906974251,12,来点,-0.437103271484375,-0.5531976619837204,0.339450947281577,0.26715382547508876,0
2862,2.6604321002960205,0.1951944725285418,0.033415219255013555,-0.3108784468281878,12,内用,1.8196442127227783,-0.004672604951919133,0.28224896899947505,-0.022622609109806426,0
15763,1.895075798034668,-1.122552070838823,-0.7800372087218866,0.5410726889524118,12,老王,2.7914202213287354,-0.6448778978929021,-1.0304569889588222,0.8108364175231024,0
3948,3.8794357776641846,-0.817992393751898,-0.07997897897934572,-0.022846111119873933,13,玩水,2.471118450164795,-0.6471197453380503,-0.23248205581922185,0.4494006065923885,0
1254,1.0972636938095093,0.3481981554005196,-0.36545643636654285,-0.08381775717617389,13,配料,0.4826962649822235,-0.044071944065442854,1.0476199707688467,-0.08382751670387942,0
8907,3.646388292312622,1.5615034510700865,1.6721498848441172,-1.5553043018188968,13,lancome,4.711300373077393,1.6488020479112906,0.9754328873603785,-1.701237323735834,1
16676,4.867745399475098,-0.24967986227364214,-1.0080378168768227,1.1411550607262821,13,步伐,3.022481918334961,-0.9272673885774538,-0.5119426864846939,0.6188212111153109,0
6342,2.4134552478790283,-0.8420293504450664,-0.21867665262140612,0.5208131093886601,13,圆桌,3.4444727897644043,-0.030342969930340014,-1.2786281158253086,0.7168430227320142,0
305,1.406954050064087,0.5770419837498131,-0.2627137469455656,-0.299125241887364,14,宜兰,1.8904075622558594,0.8142388102943031,0.25115013169054745,-0.10835020843005277,1
95588,6.453361511230469,-1.713159846741655,-1.4734657575104209,1.7440549854559277,14,蒙奇,7.798273086547852,-0.365088311626744,-1.5225952932401838,1.2537203649266029,0
8654,2.655330181121826,0.06401171901429546,-0.11582654238082102,-0.49462278582793057,14,什锦,1.417017936706543,-1.2000591903837208,1.2606526042851431,-0.2795174153153864,0
44141,8.170591354370117,0.8129127804638623,1.0515043419973675,-0.1813823603555489,14,橡子,11.367205619812012,1.236166752081023,-0.11569037632525378,-1.4237505246995397,0
12120,3.213094711303711,0.25919336351368394,0.8005017048394402,-0.7689245973850861,14,发票,2.9839720726013184,-0.4852580603648683,0.1264829335897471,0.5578977835183271,0
57205,3.52204966545105,-1.2956567518094113,-1.1719006893638038,1.1778234737041453,15,好色,4.822176456451416,-1.2455613778657642,-1.7085271013401584,1.5766721006271458,0
20118,2.532878875732422,-0.6366535329970793,-0.6276290215094198,0.4919105985565504,15,装盘,0.6762793660163879,-0.7791628822076894,0.2289263005605671,0.348021441341817,0
9182,4.083926200866699,0.8161558196381818,0.8278358478344774,-0.7328482295885553,15,琉球,7.109141826629639,1.141717640050816,0.854699206683121,-0.9579826229949358,1
36723,5.150898456573486,-0.0018045153886514437,-0.24740742848619848,0.3666653827504158,15,肌活,4.746091842651367,0.16937049147058922,0.08577243698607971,-0.42014763924979975,0
14187,5.825760364532471,1.1179589805569623,1.2191012915249448,-1.303551225422556,15,画质,5.5001020431518555,0.7136361285520457,0.5391291571103914,-0.5465632797242331,0
506,2.1305322647094727,1.044744839407701,1.3587543680524923,-1.1512882284338195,16,高雄,2.527562141418457,1.2651455771409315,1.2474815294411694,-1.1584055476299133,1
20795,3.7516121864318848,0.5186070099945324,-0.10317862942457864,0.7166272552139177,16,花车,3.858926773071289,0.30669331628638613,-0.21201970214696975,0.07042304565345794,0
3552,3.2285237312316895,-0.32477304267868107,-1.049039290684154,0.9475755520962061,16,鼻子,2.5488691329956055,-0.5988270565148738,-1.1745211700124443,1.272443109232016,0
410053,-0.06176850199699402,-1.2385788067235526,-0.2065364479437592,-0.5129145788763018,16,光寺,2.967838764190674,-0.9730118369124447,0.13905934271824547,-0.1844606072555607,0
968,2.9389657974243164,1.680668554198542,1.7570770182579984,-1.7168715222961697,17,眼影,2.4079430103302,1.766659662848116,1.6593678869196868,-1.772637318230217,1
3953,1.6983509063720703,0.1326106646926623,-0.44742244195442776,0.33157749113608215,17,时期,1.3885403871536255,-0.525489988742122,0.07504861343232487,0.379195890293044,0
27017,4.477168083190918,-0.7966163907108151,-0.5923997557776002,0.8347125206833867,17,礼遇,4.794216156005859,-0.6088618169718967,-0.9552160912468558,0.6751683042618523,0
10813,2.9442152976989746,-0.4519031610295471,-0.13023213785581966,0.05838806821566608,17,向日葵,3.0804007053375244,-0.44295018666268,-0.2781293524659493,0.36799758958538054,0
5702,2.859006881713867,-0.5647596671508424,-0.5870226826701512,0.49219344226103234,17,专利,4.133575439453125,-0.18935767047141927,-0.5010710566392046,0.3502755340899136,0
7259,2.0471739768981934,-0.2915201555247951,0.22996594513215174,0.45903317954042216,18,冰柜,2.4014289379119873,-0.34551418675942014,-0.5228275436368671,0.4773277105608796,0
2049,2.25946044921875,-0.23617943526779786,0.04334296220854734,-0.5469042915358059,18,空气,3.5182034969329834,-0.4143094479353158,-0.18621315399813657,0.2932349261171335,0
4020,2.61979341506958,1.7514788352378832,0.5110626752518402,-0.8686452071633549,18,中坜,3.4810750484466553,1.739524065350931,1.763178098536466,-1.7818070067551857,1
15512,3.0361945629119873,-0.4657059305440099,0.9071279898746868,-0.5890229668452474,18,土味,4.042440414428711,-0.1711676246124179,-0.6444914063989257,0.5093462626111203,0
18392,2.6333327293395996,-0.7580733139012801,-1.691499572467226,1.5455392860039772,18,亲人,1.7152396440505981,-0.8085328060437763,-0.40964599450253725,0.501898107466046,0
1246,2.5692272186279297,1.059385112252596,1.7768962753762814,-1.5911397750015075,19,唇膏,2.3980493545532227,1.7543317253171904,0.6684494101594768,-1.3598140242594403,1
8471,1.5056822299957275,1.0299793551904861,-0.25174382739971785,-0.3102079812964122,19,用途,1.8998584747314453,-0.6794661053254291,1.4178843973866837,-0.7221470773644824,0
31714,5.727645397186279,-0.929740906425991,-0.5376522332440631,0.8525056692765774,19,床架,4.489716053009033,-0.1409457120350866,-0.9396378577493645,0.9667992721985241,0
73567,5.840909481048584,-0.20560317751808507,-0.5299192306576941,0.7426462103061247,19,石灯,5.215484619140625,-0.515318605115042,-0.6080186927223101,0.3666416148633501,0
9174,5.202577590942383,-0.9540203834990051,-0.4575809840748064,0.3061958767152204,19,榻榻米,4.534990310668945,-0.418601302841632,-0.5386772570744812,0.7485202145620927,0
35393,4.937700271606445,-0.3685026937809933,-0.6438188147351892,0.20430443305077417,20,桌垫,2.2121264934539795,-1.1733131543099034,-0.8851123125562418,0.9946063326219116,0
42354,6.290301322937012,-0.68232984629607,-0.33190147317640506,-0.07933786637660499,20,弹弹,4.184906005859375,-0.45461870171612734,-0.4473422215091705,0.3939540889123762,0
16873,1.3444647789001465,-0.5907189607329586,-0.19753286606508116,-0.13119259378779513,20,总类,2.8212006092071533,-0.44835833729123425,-0.006078109773854091,0.2320856402863551,0
5394,3.9486684799194336,1.7433637380935805,1.7588164146559218,-1.399515647782864,20,九份,7.468899726867676,1.211555586424974,1.6989724373444397,-1.6730071694173148,1
29248,6.001095771789551,-0.10181223728355852,-0.5855632606792467,1.4057416748964764,20,亲辜,7.428897857666016,0.8647346068922914,-0.36043979350517336,0.05236110759664783,0
35393,4.937700271606445,0.14313816611073385,-0.002199509853643006,-0.03473904236293199,20,桌垫,2.2121264934539795,-0.7849542676030381,-0.03496413384894468,0.5068220615050021,0
42354,6.290301322937012,-1.0355787825604283,-1.2094912122442854,1.2123214371237154,20,弹弹,4.184906005859375,-0.5673127324209133,-0.5771979138530017,0.4925286066146426,0
16873,1.3444647789001465,-0.008715803010280224,-0.40248781560306607,0.378678929378352,20,总类,2.8212006092071533,-0.5062426564338137,-0.21848727888124644,0.3830489147010389,0
5394,3.9486684799194336,1.568829218923371,1.5393267822858798,-1.5445174919294016,20,九份,7.468899726867676,1.663656749059142,1.6945615910494003,-1.786258281924211,1
29248,6.001095771789551,-0.6676727994633962,0.07485175541511409,-0.01174383220974193,20,亲辜,7.428897857666016,0.19485290739862354,-0.8639122644662068,0.40385869910351213,0
57308,5.719496726989746,-0.13655144939152203,0.4226633101101194,-0.37183456733937265,21,政权,5.968839168548584,0.0876476442162514,-0.5158347166356445,0.0005715119649515444,0
34985,5.023913860321045,-1.0443464622545482,-0.49521043340834026,0.6379404901850829,21,石板路,3.3222169876098633,-0.7686635518642116,-0.4180657464189488,0.6251713224013018,0
867,1.6025540828704834,1.6652522879002907,1.551539822330779,-1.5923912706155028,21,保养品,0.34261417388916016,1.6217776566270137,1.7502314124753466,-1.727796610317238,1
6621,3.1251912117004395,-0.22934353724310055,-0.9333220840773163,0.8037567111057278,21,学院,7.3885602951049805,-0.06492117686646796,-0.6933211077233422,0.642180883646147,0
18844,3.7505440711975098,-0.2550108390111182,-0.545670614955241,0.5225286366640648,21,桃子,2.825744152069092,-0.8758405721125854,-0.12300984169741022,0.45987289230481726,0
4019,3.6969709396362305,-0.658985169966485,0.043656622681613015,-0.13671176627530954,22,海绵,3.2981185913085938,-0.11513734855895823,-0.2121868173909125,0.2973181620020246,0
168,0.6059556007385254,0.773985707800063,-0.6194361771931836,-0.1355325338421352,22,台北,0.9621330499649048,-0.27513977577541837,0.11938789044149761,0.0389000820381979,1
76847,7.5464887619018555,-1.36225992251847,-1.2428777566019853,1.6674047087634438,22,背巾,6.438241004943848,-1.153822446259642,-1.5097568250620483,1.494657653740875,0
5836,4.001652717590332,0.2155215038414182,0.45331846039062074,-0.3739553601754232,22,牛肚,4.0194478034973145,1.6050004186799738,0.36695936030124315,-0.9195559421607602,0
4205,3.0039379596710205,1.031737880843475,1.3653388507229343,-1.02120504847057,22,野菜,2.1084275245666504,-0.06090084808596357,1.235596391710218,-0.911319955620318,0
2060,3.470453977584839,1.7001136787253495,1.690910526908231,-1.7127143970733545,23,蜜粉,2.968412399291992,1.6178787141100064,1.6293164889358343,-1.765629233592317,1
59926,7.992014408111572,-0.5349036196821728,0.09225539289821039,0.11148029104731423,23,小三通,7.768778324127197,0.14229795572451526,-1.1100545372889494,0.6368745807371076,0
6628,3.8182907104492188,-0.4045055565992027,-0.5607010634777034,0.3486496341089626,23,木耳,2.8345303535461426,-0.40422657407413304,-0.06304842103281287,0.27782953405708155,0
180527,1.5487141609191895,-0.8107771469488555,-0.7992679133894677,0.8984512352195095,23,风机,0.6479183435440063,-1.051820138754986,-0.1777768190840666,0.5627909049799367,0
24998,4.863223552703857,0.050072644504881414,-0.42319694293926996,0.35413323669755425,23,黑莓,3.9047744274139404,-0.30412995700540274,-0.2784367115300042,0.28813421381819526,0
1896,1.438744306564331,-0.341776605006806,-0.5419038131476799,0.2866433482380877,24,国家,3.7876510620117188,-0.24930728692074708,-0.03902755001807914,0.4930065671449791,0
37841,5.476151466369629,1.3762276385200554,1.289687895289693,-1.2998422447800642,24,玉里镇,5.920302867889404,1.0688458441298483,1.1110905709035857,-1.2885664181118042,1
28563,5.729861259460449,-1.1874102996154443,-0.8791043236537661,1.1651750918282429,24,尹恩惠,6.57094144821167,-0.2775737762929435,-1.4743160686875993,0.8267535632275926,0
160956,4.001724720001221,-0.45622326306804034,-0.7285685853663425,0.5793989456420486,24,涂涂,1.968536138534546,-1.40489251145804,-0.3035728747340456,0.8247998158985498,0
21899,6.780139923095703,0.6091825291702353,0.8598888268780954,-0.7313751409283132,24,澡盆,6.126593589782715,0.8629277305418833,0.7058259225361311,-0.8559935281593173,0
10212,3.3085451126098633,-0.44878209705097316,-1.4204083407477988,1.1299145838706748,25,竹子,2.613135814666748,-1.2158961080847799,-0.3178138198092461,1.1621571739578047,0
11103,5.090345859527588,1.4077455510093158,0.925981129533327,-1.208350688948658,25,渔人码头,5.9524641036987305,1.115570273539707,1.0853211853468332,-1.1894569026598982,1
9689,2.2293190956115723,-0.9019989692108654,0.20999828827949404,-0.3214102425126919,25,仁爱路,3.00439453125,-0.31866426624316,0.46079901614891766,-0.32855646386302917,0
46668,5.144905090332031,-0.05696448474747712,0.28442892293497757,0.3998463475906654,25,赖清德,6.696252346038818,0.41899010078823734,-1.2283063816865036,0.3558561925651318,0
4991,2.6024346351623535,0.8281058817977126,0.1935830057338588,-0.49450004369743655,26,日光,3.473388195037842,0.42546218332046315,1.6719059855099547,-1.2666279811304786,0
10260,2.837918758392334,1.275572367772983,1.4645420532371134,-1.0024573866801894,26,太平,5.986471176147461,0.8495949937971691,-0.3945544906066671,-0.5621337424869153,1
24086,2.8597419261932373,-0.6129344271641689,-0.46061383791058425,1.5921980393009176,26,短片,4.282670021057129,0.23952256743596317,-0.934048771439875,0.47998598851604896,0
2723,2.693861246109009,-0.42890027022939986,0.0677504000329421,-0.37236552115146593,26,汤底,1.6723668575286865,0.2155470399191384,0.07091990837365988,-0.011058947309583643,0
6528,2.8452060222625732,-1.0618435521771263,-1.2652616210933305,0.27712491222816665,26,麻吉,1.5686390399932861,-1.730126784472732,-0.4142226318370745,1.3598346824109384,0
3521,2.1448562145233154,0.5349525175432505,0.801920783297504,-0.8452719265296044,27,市面上,1.263131856918335,0.19923847156238492,0.9136680052154359,-0.43766805267019987,0
47213,6.756450176239014,-0.9114763250984851,-0.3644052275342737,0.4590167392465521,27,吊扇,4.914063453674316,-0.6654119893966568,-1.143757140618269,1.208276118701451,0
23911,6.584292888641357,-0.7515195411254033,-1.0209533423742319,1.3636156143706084,27,订金,6.850007057189941,0.2513491870023861,-0.9713925539057092,0.5820928632080704,0
3943,2.5467567443847656,1.481086065158774,1.2946112939979488,-1.0960329764989973,27,永和,6.347476482391357,1.41723653445387,0.2911865191514166,-1.4162097395048905,1
23594,1.446532130241394,-0.3530427164781357,-0.711173507386948,0.11867254941144119,27,人性,0.24439550936222076,-1.2024122036219909,0.910295170157127,0.0635088102656143,0
3521,2.1448562145233154,0.8286813910032247,1.1297099448699923,-1.1306638797690522,27,市面上,1.263131856918335,0.40949126680170755,1.0989208072120555,-0.5328319301097404,0
47213,6.756450176239014,-1.1922243273552693,-1.244957822501645,1.3906767063583356,27,吊扇,4.914063453674316,-0.6816001007344527,-1.1930161074839611,1.270445867007718,0
23911,6.584292888641357,-0.5337684577019084,0.29722512722545547,0.2207938120657205,27,订金,6.850007057189941,0.38789313026644145,-0.8480678941595268,0.1402771787316689,0
3943,2.5467567443847656,1.2246697658685917,0.6400841570500067,-0.7986506077418962,27,永和,6.347476482391357,1.209107086826069,0.15012152868270856,-1.3600952038916436,1
23594,1.446532130241394,-0.3273583718146401,-0.8220614066438077,0.31784396908689816,27,人性,0.24439550936222076,-1.3248913831597653,0.7920416657487243,0.48220408826198013,0
3521,2.1448562145233154,-0.1930514221372968,0.3083666658501563,-0.6325049569557016,27,市面上,1.263131856918335,-0.05133879462418131,0.7662601729197152,0.24615532061849726,0
